1006.0,	12
1013.0,	8
1020.0,	10
1027.0,	13
1034.0,	16
1041.0,	16
1048.0,	17
1055.0,	11
1062.0,	16
1069.0,	17
1076.0,	15
1083.0,	14
1090.0,	16
1097.0,	21
1104.0,	13
1111.0,	19
1118.0,	18
1125.0,	22
1132.0,	22
1139.0,	29
1146.0,	15
1153.0,	35
1160.0,	24
1167.0,	33
1174.0,	34
1181.0,	26
1188.0,	31
1195.0,	36
1202.0,	34
1209.0,	36
1216.0,	36
1223.0,	34
1230.0,	37
1237.0,	35
1244.0,	36
1251.0,	36
1258.0,	39
1265.0,	41
1272.0,	37
1279.0,	41
1286.0,	38
1293.0,	42
1300.0,	42
1307.0,	37
1314.0,	49
1321.0,	48
1328.0,	40
1335.0,	36
1342.0,	48
1349.0,	27
1356.0,	32
1363.0,	47
1370.0,	40
1377.0,	40
1384.0,	47
1391.0,	42
1398.0,	48
1405.0,	31
1412.0,	43
1419.0,	46
1426.0,	51
1433.0,	54
1440.0,	41
1447.0,	50
1454.0,	46
1461.0,	45
1468.0,	38
1475.0,	48
1482.0,	36
1489.0,	56
1496.0,	54
1503.0,	37
1510.0,	45
1517.0,	41
1524.0,	37
1531.0,	36
1538.0,	34
1545.0,	38
1552.0,	34
1559.0,	29
1566.0,	39
1573.0,	28
1580.0,	33
1587.0,	25
1594.0,	34
1601.0,	35
1608.0,	36
1615.0,	30
1622.0,	20
1629.0,	23
1636.0,	21
1643.0,	33
1650.0,	33
1657.0,	22
1664.0,	29
1671.0,	28
1678.0,	31
1685.0,	18
1692.0,	22
1699.0,	21
1706.0,	19
1713.0,	16
1720.0,	25
1727.0,	11
1734.0,	25
1741.0,	18
1748.0,	32
1755.0,	24
1762.0,	23
1769.0,	28
1776.0,	14
1783.0,	22
1790.0,	23
1797.0,	18
1804.0,	31
1811.0,	30
1818.0,	30
1825.0,	29
1832.0,	27
1839.0,	23
1846.0,	16
1853.0,	24
1860.0,	14
1867.0,	15
1874.0,	13
1881.0,	16
1888.0,	11
1895.0,	17
1902.0,	14
1909.0,	13
1916.0,	14
1923.0,	17
1930.0,	12
1937.0,	11
1944.0,	6
1951.0,	11
1958.0,	8
1965.0,	10
1972.0,	10
1979.0,	6
1986.0,	11
1993.0,	8
2005.0,	8
2012.0,	5
2019.0,	8
2026.0,	3
2033.0,	6
2040.0,	11
2047.0,	7
2054.0,	5
2061.0,	7
2068.0,	5
2075.0,	6
2082.0,	12
2089.0,	8
2096.0,	4
2103.0,	7
2110.0,	8
2117.0,	4
2131.0,	7
2138.0,	3
2145.0,	1
2152.0,	6
2159.0,	2
2166.0,	8
2173.0,	8
2180.0,	2
2187.0,	3
2194.0,	2
2201.0,	1
2208.0,	2
2215.0,	1
2222.0,	3
2229.0,	5
2236.0,	4
2243.0,	4
2250.0,	6
2257.0,	5
2264.0,	3
2271.0,	4
2278.0,	6
2285.0,	2
2292.0,	2
2299.0,	8
2306.0,	3
2313.0,	5
2320.0,	7
2327.0,	7
2334.0,	3
2341.0,	4
2348.0,	1
2355.0,	3
236.0,	1
2362.0,	1
2369.0,	4
2376.0,	3
2383.0,	4
2390.0,	3
2397.0,	2
2404.0,	4
2411.0,	2
2418.0,	1
2425.0,	2
2432.0,	2
2439.0,	1
2446.0,	2
2453.0,	1
2460.0,	1
2467.0,	2
2474.0,	1
2502.0,	2
2509.0,	2
2516.0,	4
2530.0,	1
2544.0,	2
2551.0,	2
2558.0,	2
2565.0,	2
2572.0,	1
2586.0,	1
2593.0,	2
2600.0,	3
2614.0,	4
2628.0,	1
2635.0,	2
2649.0,	3
2656.0,	1
2663.0,	4
2670.0,	3
2677.0,	2
2691.0,	3
2698.0,	5
2705.0,	2
2712.0,	1
2719.0,	3
2726.0,	2
2733.0,	1
2740.0,	4
2747.0,	2
2754.0,	6
2761.0,	1
2768.0,	4
2782.0,	3
2789.0,	3
2810.0,	2
2817.0,	2
2824.0,	3
2831.0,	2
2838.0,	5
2845.0,	3
2852.0,	5
2859.0,	1
2866.0,	3
2873.0,	5
2880.0,	2
2887.0,	3
2894.0,	2
2901.0,	2
2908.0,	4
2915.0,	1
2922.0,	1
2929.0,	2
2936.0,	2
2950.0,	3
2957.0,	1
2964.0,	1
2978.0,	1
3006.0,	2
3013.0,	4
3041.0,	1
3055.0,	1
3090.0,	1
411.0,	1
474.0,	1
530.0,	1
572.0,	2
593.0,	1
600.0,	2
607.0,	1
621.0,	1
628.0,	2
642.0,	2
649.0,	1
656.0,	1
663.0,	1
684.0,	1
691.0,	2
698.0,	1
705.0,	1
712.0,	1
719.0,	1
726.0,	5
733.0,	1
740.0,	2
747.0,	1
754.0,	3
782.0,	1
789.0,	3
803.0,	2
810.0,	4
817.0,	2
824.0,	3
838.0,	3
845.0,	8
852.0,	1
859.0,	3
866.0,	5
873.0,	5
880.0,	4
887.0,	3
894.0,	2
901.0,	5
908.0,	8
915.0,	7
922.0,	9
929.0,	7
936.0,	8
943.0,	4
950.0,	10
957.0,	9
964.0,	7
971.0,	9
978.0,	7
985.0,	7
992.0,	15
999.0,	15
1005.0,	7
1012.0,	10
1019.0,	18
1026.0,	9
1033.0,	22
1040.0,	16
1047.0,	17
1054.0,	14
1061.0,	16
1068.0,	15
1075.0,	13
1082.0,	14
1089.0,	16
1096.0,	18
1103.0,	16
1110.0,	24
1117.0,	15
1124.0,	21
1131.0,	20
1138.0,	31
1145.0,	26
1152.0,	20
1159.0,	32
1166.0,	20
1173.0,	30
1180.0,	26
1187.0,	23
1194.0,	26
1201.0,	37
1208.0,	30
1215.0,	31
1222.0,	37
1229.0,	33
1236.0,	41
1243.0,	24
1250.0,	36
1257.0,	41
1264.0,	44
1271.0,	42
1278.0,	42
1285.0,	42
1292.0,	45
1299.0,	36
1306.0,	41
1313.0,	39
1320.0,	48
1327.0,	44
1334.0,	46
1341.0,	44
1348.0,	41
1355.0,	39
1362.0,	47
1369.0,	51
1376.0,	44
1383.0,	34
1390.0,	45
1397.0,	51
1404.0,	44
1411.0,	33
1418.0,	36
1425.0,	47
1432.0,	38
1439.0,	44
1446.0,	46
1453.0,	32
1460.0,	47
1467.0,	29
1474.0,	50
1481.0,	35
1488.0,	44
1495.0,	36
1502.0,	37
1509.0,	33
1516.0,	40
1523.0,	46
1530.0,	42
1537.0,	40
1544.0,	22
1551.0,	36
1558.0,	38
1565.0,	29
1572.0,	30
1579.0,	37
1586.0,	33
1593.0,	35
1600.0,	34
1607.0,	29
1614.0,	32
1621.0,	38
1628.0,	24
1635.0,	31
1642.0,	37
1649.0,	24
1656.0,	40
1663.0,	35
1670.0,	30
1677.0,	22
1684.0,	25
1691.0,	32
1698.0,	22
1705.0,	32
1712.0,	17
1719.0,	34
1726.0,	21
1733.0,	29
1740.0,	19
1747.0,	18
1754.0,	23
1761.0,	19
1768.0,	27
1775.0,	27
1782.0,	21
1789.0,	27
1796.0,	25
1803.0,	23
1810.0,	16
1817.0,	30
1824.0,	29
1831.0,	34
1838.0,	25
1845.0,	26
1852.0,	16
1859.0,	32
1866.0,	19
1873.0,	15
1880.0,	17
1887.0,	12
1894.0,	13
1901.0,	20
1908.0,	9
1915.0,	10
1922.0,	14
1929.0,	16
1936.0,	12
1943.0,	9
1950.0,	18
1957.0,	11
1964.0,	10
1971.0,	15
1978.0,	8
1985.0,	17
1992.0,	10
1999.0,	9
2004.0,	9
2011.0,	6
2018.0,	6
2025.0,	8
2032.0,	10
2039.0,	6
2046.0,	5
2053.0,	5
2060.0,	6
2067.0,	3
2074.0,	5
2081.0,	6
2088.0,	5
2095.0,	8
2102.0,	2
2109.0,	1
2116.0,	6
2123.0,	3
2130.0,	6
2137.0,	4
2144.0,	5
2151.0,	2
2158.0,	6
2165.0,	9
2172.0,	4
2179.0,	5
2186.0,	1
2193.0,	2
2200.0,	4
2207.0,	3
2214.0,	4
2221.0,	4
2228.0,	4
2235.0,	7
2249.0,	5
2256.0,	5
2263.0,	7
2270.0,	7
2277.0,	4
2284.0,	7
2291.0,	1
2298.0,	6
2305.0,	3
2312.0,	2
2319.0,	1
2326.0,	3
2333.0,	3
2340.0,	3
2347.0,	3
2354.0,	5
2361.0,	4
2368.0,	1
2375.0,	2
2389.0,	2
2396.0,	5
2403.0,	2
2410.0,	3
2417.0,	3
2424.0,	1
2431.0,	3
2438.0,	5
2445.0,	1
2452.0,	1
2459.0,	1
2466.0,	2
2473.0,	6
2480.0,	1
2487.0,	2
2501.0,	1
2515.0,	1
2522.0,	1
2529.0,	3
2536.0,	3
2543.0,	1
2550.0,	1
2557.0,	1
2564.0,	3
2571.0,	2
2578.0,	2
2585.0,	2
2592.0,	3
2599.0,	1
2606.0,	4
2613.0,	1
2620.0,	2
2627.0,	2
2634.0,	1
2641.0,	1
2648.0,	2
2655.0,	2
2662.0,	3
2669.0,	3
2676.0,	1
2683.0,	3
2690.0,	1
2697.0,	2
2704.0,	2
2711.0,	2
2725.0,	1
2732.0,	4
2739.0,	6
2746.0,	2
2753.0,	3
2760.0,	2
2767.0,	2
2774.0,	1
2781.0,	2
2788.0,	1
2795.0,	1
2809.0,	5
2816.0,	1
2823.0,	3
2830.0,	2
2837.0,	5
2844.0,	1
2851.0,	3
2858.0,	1
2872.0,	2
2879.0,	3
2886.0,	3
2893.0,	3
2900.0,	2
2907.0,	1
2914.0,	1
2921.0,	2
2935.0,	3
2942.0,	2
2956.0,	3
2963.0,	1
2977.0,	3
2984.0,	1
2991.0,	4
2998.0,	1
3005.0,	1
3012.0,	1
3033.0,	2
3047.0,	1
3075.0,	1
3082.0,	1
3089.0,	1
3103.0,	1
382.0,	1
410.0,	1
