424.0,	1
445.0,	1
557.0,	1
585.0,	1
592.0,	3
648.0,	2
655.0,	2
669.0,	1
676.0,	3
683.0,	1
704.0,	2
711.0,	1
718.0,	1
746.0,	2
753.0,	2
767.0,	2
774.0,	2
781.0,	3
795.0,	8
802.0,	3
809.0,	4
816.0,	6
823.0,	2
830.0,	4
837.0,	5
844.0,	7
851.0,	8
858.0,	4
865.0,	6
872.0,	5
879.0,	12
886.0,	4
893.0,	3
900.0,	6
907.0,	8
914.0,	7
921.0,	9
928.0,	11
935.0,	12
942.0,	3
949.0,	3
956.0,	8
963.0,	12
970.0,	9
977.0,	8
984.0,	7
991.0,	9
998.0,	10
1004.0,	5
1011.0,	9
1018.0,	7
1025.0,	10
1032.0,	13
1039.0,	11
1046.0,	10
1053.0,	15
1060.0,	12
1067.0,	11
1074.0,	17
1081.0,	20
1088.0,	11
1095.0,	23
1102.0,	20
1109.0,	24
1116.0,	26
1123.0,	23
1130.0,	28
1137.0,	26
1144.0,	36
1151.0,	19
1158.0,	21
1165.0,	27
1172.0,	32
1179.0,	25
1186.0,	30
1193.0,	27
1200.0,	53
1207.0,	35
1214.0,	33
1221.0,	41
1228.0,	32
1235.0,	35
1242.0,	44
1249.0,	43
1256.0,	33
1263.0,	38
1270.0,	37
1277.0,	41
1284.0,	40
1291.0,	44
1298.0,	47
1305.0,	39
1312.0,	52
1319.0,	43
1326.0,	51
1333.0,	43
1340.0,	34
1347.0,	46
1354.0,	46
1361.0,	41
1368.0,	44
1375.0,	37
1382.0,	44
1389.0,	50
1396.0,	48
1403.0,	55
1410.0,	45
1417.0,	49
1424.0,	30
1431.0,	39
1438.0,	50
1445.0,	52
1452.0,	37
1459.0,	43
1466.0,	44
1473.0,	50
1480.0,	44
1487.0,	37
1494.0,	33
1501.0,	32
1508.0,	47
1515.0,	30
1522.0,	41
1529.0,	37
1536.0,	38
1543.0,	50
1550.0,	54
1557.0,	33
1564.0,	29
1571.0,	39
1578.0,	45
1585.0,	35
1592.0,	35
1599.0,	25
1606.0,	24
1613.0,	32
1620.0,	33
1627.0,	25
1634.0,	24
1641.0,	30
1648.0,	34
1655.0,	33
1662.0,	31
1669.0,	34
1676.0,	24
1683.0,	30
1690.0,	19
1697.0,	31
1704.0,	19
1711.0,	26
1718.0,	23
1725.0,	25
1732.0,	24
1739.0,	19
1746.0,	28
1753.0,	32
1760.0,	20
1767.0,	23
1774.0,	27
1781.0,	19
1788.0,	26
1795.0,	19
1802.0,	27
1809.0,	22
1816.0,	22
1823.0,	28
1830.0,	34
1837.0,	33
1844.0,	29
1851.0,	29
1858.0,	16
1865.0,	15
1872.0,	19
1879.0,	19
1886.0,	22
1893.0,	11
1900.0,	7
1907.0,	12
1914.0,	13
1921.0,	9
1928.0,	12
1935.0,	16
1942.0,	13
1949.0,	15
1956.0,	12
1963.0,	16
1970.0,	14
1977.0,	16
1984.0,	4
1991.0,	13
1998.0,	11
2003.0,	10
2010.0,	11
2017.0,	13
2024.0,	11
2031.0,	9
2038.0,	7
2045.0,	6
2052.0,	5
2059.0,	4
2066.0,	3
2073.0,	5
2080.0,	6
2087.0,	7
2094.0,	4
2101.0,	3
2108.0,	4
2115.0,	8
2122.0,	2
2129.0,	4
2136.0,	7
2143.0,	5
2150.0,	8
2157.0,	2
2164.0,	6
2171.0,	2
2178.0,	5
2185.0,	5
2192.0,	1
2199.0,	5
2206.0,	6
2213.0,	2
2220.0,	5
2227.0,	1
2234.0,	4
2241.0,	5
2248.0,	4
2255.0,	6
2262.0,	3
2269.0,	9
2276.0,	2
2283.0,	3
2290.0,	4
2297.0,	3
2304.0,	5
2311.0,	2
2318.0,	2
2325.0,	3
2332.0,	3
2339.0,	3
2346.0,	3
2353.0,	6
2360.0,	1
2367.0,	2
2374.0,	2
2381.0,	2
2388.0,	4
2395.0,	1
2409.0,	1
2416.0,	1
2423.0,	3
2430.0,	4
2437.0,	3
2444.0,	3
2465.0,	3
2472.0,	1
2479.0,	5
2486.0,	3
2493.0,	1
2500.0,	2
2507.0,	3
2514.0,	2
2521.0,	3
2535.0,	1
2556.0,	2
2563.0,	1
2570.0,	4
2584.0,	1
2591.0,	2
2598.0,	1
2605.0,	2
2619.0,	2
2626.0,	2
2633.0,	2
2640.0,	3
2647.0,	2
2654.0,	1
2661.0,	1
2668.0,	3
2675.0,	1
2682.0,	3
2689.0,	3
2696.0,	1
2703.0,	2
2710.0,	1
2717.0,	1
2724.0,	2
2731.0,	1
2745.0,	3
2752.0,	3
2759.0,	3
2766.0,	3
2773.0,	2
2780.0,	7
2794.0,	2
2801.0,	2
2808.0,	3
2815.0,	3
2822.0,	4
2829.0,	1
2836.0,	3
2843.0,	2
2857.0,	5
2864.0,	1
2871.0,	2
2878.0,	2
2885.0,	1
2892.0,	4
2899.0,	4
2913.0,	3
2920.0,	2
2934.0,	1
2941.0,	1
2948.0,	1
2955.0,	1
2962.0,	1
2969.0,	4
2976.0,	2
2997.0,	3
3004.0,	1
3011.0,	4
3060.0,	1
3088.0,	1
3165.0,	1
472.0,	1
500.0,	167
542.0,	1
556.0,	2
626.0,	2
633.0,	1
640.0,	1
654.0,	1
661.0,	4
668.0,	1
675.0,	2
689.0,	1
696.0,	1
710.0,	1
724.0,	3
731.0,	3
738.0,	2
745.0,	2
759.0,	4
766.0,	2
773.0,	1
780.0,	3
787.0,	2
794.0,	2
801.0,	1
808.0,	1
815.0,	3
822.0,	2
829.0,	6
836.0,	7
843.0,	4
850.0,	3
857.0,	3
864.0,	6
871.0,	1
878.0,	7
885.0,	5
892.0,	5
899.0,	6
906.0,	7
913.0,	8
920.0,	6
927.0,	9
934.0,	5
941.0,	6
948.0,	5
955.0,	11
962.0,	10
969.0,	10
976.0,	10
983.0,	9
990.0,	8
997.0,	5
1003.0,	6
1010.0,	17
1017.0,	11
1024.0,	13
1031.0,	11
1038.0,	15
1045.0,	9
1052.0,	12
1059.0,	21
1066.0,	16
1073.0,	16
1080.0,	11
1087.0,	16
1094.0,	20
1101.0,	21
1108.0,	16
1115.0,	24
1122.0,	21
1129.0,	21
1136.0,	22
1143.0,	29
1150.0,	28
1157.0,	12
1164.0,	33
1171.0,	25
1178.0,	31
1185.0,	26
1192.0,	41
1199.0,	32
1206.0,	47
1213.0,	37
1220.0,	36
1227.0,	43
1234.0,	45
1241.0,	35
1248.0,	33
1255.0,	44
1262.0,	36
1269.0,	46
1276.0,	36
1283.0,	37
1290.0,	57
1297.0,	52
1304.0,	44
1311.0,	57
1318.0,	53
1325.0,	22
1332.0,	43
1339.0,	30
1346.0,	36
1353.0,	51
1360.0,	39
1367.0,	49
1374.0,	48
1381.0,	50
1388.0,	45
1395.0,	45
1402.0,	38
1409.0,	51
1416.0,	35
1423.0,	55
1430.0,	52
1437.0,	42
1444.0,	46
1451.0,	48
1458.0,	54
1465.0,	55
1472.0,	45
1479.0,	45
1486.0,	45
149.0,	1
1493.0,	42
1500.0,	22
1507.0,	41
1514.0,	45
1521.0,	41
1528.0,	40
1535.0,	51
1542.0,	53
1549.0,	38
1556.0,	31
1563.0,	36
1570.0,	28
1577.0,	31
1584.0,	31
1591.0,	31
1598.0,	27
1605.0,	33
1612.0,	36
1619.0,	24
1626.0,	27
1633.0,	20
1640.0,	29
1647.0,	32
1654.0,	24
1661.0,	25
1668.0,	21
1675.0,	23
1682.0,	22
1689.0,	32
1696.0,	23
1703.0,	19
1710.0,	23
1717.0,	23
1724.0,	24
1731.0,	26
1738.0,	15
1745.0,	23
1752.0,	23
1759.0,	23
1766.0,	26
1773.0,	28
1780.0,	21
1787.0,	19
1794.0,	25
1801.0,	17
1808.0,	12
1815.0,	23
1822.0,	35
1829.0,	37
1836.0,	24
1843.0,	28
1850.0,	20
1857.0,	15
1864.0,	18
1871.0,	13
1878.0,	13
1885.0,	11
1892.0,	13
1899.0,	15
1906.0,	16
1913.0,	17
1920.0,	10
1927.0,	13
1934.0,	6
1941.0,	12
1948.0,	9
1955.0,	14
1962.0,	10
1969.0,	14
1976.0,	12
1983.0,	8
1990.0,	7
1997.0,	5
2002.0,	16
2009.0,	5
2016.0,	12
2023.0,	5
2030.0,	3
2037.0,	11
2044.0,	3
2051.0,	11
2058.0,	8
2065.0,	3
2072.0,	10
2079.0,	8
2086.0,	6
2093.0,	8
2100.0,	5
2107.0,	9
2114.0,	7
2121.0,	4
2128.0,	6
2135.0,	5
2142.0,	3
2149.0,	4
2156.0,	4
2163.0,	4
2170.0,	3
2177.0,	1
2184.0,	4
2191.0,	3
2198.0,	4
2205.0,	3
2219.0,	2
2226.0,	2
2233.0,	3
2240.0,	2
2247.0,	5
2254.0,	4
2261.0,	5
2268.0,	5
2275.0,	3
2282.0,	1
2289.0,	2
2296.0,	2
2303.0,	2
2310.0,	3
2317.0,	4
2324.0,	4
2331.0,	3
2345.0,	1
2352.0,	2
2359.0,	1
2366.0,	1
2373.0,	2
2380.0,	3
2387.0,	1
2394.0,	3
2401.0,	2
2415.0,	2
2422.0,	4
2429.0,	4
2436.0,	3
2450.0,	2
2457.0,	1
2471.0,	1
2485.0,	3
2492.0,	2
2499.0,	1
2506.0,	3
2513.0,	1
2520.0,	1
2527.0,	1
2534.0,	4
2541.0,	1
2555.0,	3
2562.0,	2
2576.0,	2
2583.0,	2
2590.0,	2
2597.0,	2
2604.0,	2
2611.0,	1
2625.0,	1
2632.0,	2
2639.0,	1
2646.0,	6
2653.0,	3
2660.0,	2
2674.0,	2
2681.0,	2
2688.0,	2
2695.0,	2
2702.0,	2
2716.0,	1
2730.0,	3
2737.0,	1
2744.0,	1
2751.0,	3
2758.0,	2
2765.0,	5
2772.0,	4
2779.0,	3
2786.0,	2
2793.0,	1
2800.0,	2
2807.0,	3
2814.0,	1
2821.0,	1
2828.0,	3
2842.0,	1
2849.0,	2
2856.0,	4
2870.0,	3
2884.0,	3
2891.0,	1
2898.0,	2
2912.0,	1
2919.0,	1
2926.0,	4
2933.0,	1
2940.0,	1
2954.0,	4
2961.0,	2
2968.0,	1
2982.0,	2
2989.0,	1
3003.0,	2
3010.0,	1
3017.0,	2
3024.0,	1
3045.0,	1
3052.0,	1
3157.0,	1
3199.0,	1
387.0,	1
408.0,	1
443.0,	1
548.0,	1
562.0,	2
569.0,	1
611.0,	1
625.0,	2
639.0,	3
646.0,	1
653.0,	1
660.0,	1
681.0,	3
688.0,	2
695.0,	1
702.0,	1
709.0,	3
737.0,	4
744.0,	4
751.0,	4
758.0,	2
765.0,	3
772.0,	2
779.0,	4
786.0,	2
793.0,	1
800.0,	2
807.0,	5
814.0,	4
821.0,	4
828.0,	4
835.0,	6
842.0,	5
849.0,	2
856.0,	4
863.0,	4
870.0,	7
877.0,	5
884.0,	6
891.0,	5
898.0,	8
905.0,	6
912.0,	9
919.0,	6
926.0,	3
933.0,	9
940.0,	5
947.0,	11
954.0,	9
961.0,	12
968.0,	7
975.0,	9
982.0,	11
989.0,	10
996.0,	11
1002.0,	8
1009.0,	12
1016.0,	10
1023.0,	15
1030.0,	17
1037.0,	8
1044.0,	6
1051.0,	29
1058.0,	14
1065.0,	17
1072.0,	18
1079.0,	11
1086.0,	16
1093.0,	17
1100.0,	21
1107.0,	15
1114.0,	30
1121.0,	14
1128.0,	20
1135.0,	23
1142.0,	25
1149.0,	27
1156.0,	25
1163.0,	32
1170.0,	34
1177.0,	32
1184.0,	31
1191.0,	20
1198.0,	35
1205.0,	40
1212.0,	39
1219.0,	35
1226.0,	35
1233.0,	25
1240.0,	32
1247.0,	41
1254.0,	47
1261.0,	35
1268.0,	34
1275.0,	38
1282.0,	49
1289.0,	41
1296.0,	53
1303.0,	48
1310.0,	43
1317.0,	43
1324.0,	49
1331.0,	46
1338.0,	39
1345.0,	45
1352.0,	41
1359.0,	39
1366.0,	56
1373.0,	48
1380.0,	45
1387.0,	38
1394.0,	62
1401.0,	42
1408.0,	41
1415.0,	46
1422.0,	46
1429.0,	44
1436.0,	46
1443.0,	34
1450.0,	53
1457.0,	39
1464.0,	59
1471.0,	41
1478.0,	46
1485.0,	47
1492.0,	36
1499.0,	45
1506.0,	35
1513.0,	40
1520.0,	39
1527.0,	50
1534.0,	30
1541.0,	47
1548.0,	35
1555.0,	22
1562.0,	33
1569.0,	32
1576.0,	42
1583.0,	21
1590.0,	38
1597.0,	32
1604.0,	31
1611.0,	27
1618.0,	35
1625.0,	27
1632.0,	21
1639.0,	32
1646.0,	30
1653.0,	28
1660.0,	21
1667.0,	37
1674.0,	20
1681.0,	17
1688.0,	24
1695.0,	21
1702.0,	19
1709.0,	26
1716.0,	14
1723.0,	23
1730.0,	26
1737.0,	26
1744.0,	26
1751.0,	33
1758.0,	31
1765.0,	19
1772.0,	21
1779.0,	28
1786.0,	16
1793.0,	23
1800.0,	18
1807.0,	21
1814.0,	31
1821.0,	34
1828.0,	26
1835.0,	29
1842.0,	27
1849.0,	30
1856.0,	24
1863.0,	14
1870.0,	15
1877.0,	15
1884.0,	14
1891.0,	18
1898.0,	8
1905.0,	15
1912.0,	11
1919.0,	9
1926.0,	15
1933.0,	8
1940.0,	7
1947.0,	8
1954.0,	13
1961.0,	14
1968.0,	18
1975.0,	10
1982.0,	10
1989.0,	10
1996.0,	9
2001.0,	8
2008.0,	7
2015.0,	9
2022.0,	12
2029.0,	6
2036.0,	10
2043.0,	5
2050.0,	8
2057.0,	7
2064.0,	7
2071.0,	5
2078.0,	3
2085.0,	6
2092.0,	7
2099.0,	2
2106.0,	2
2113.0,	4
2127.0,	3
2134.0,	4
2141.0,	3
2148.0,	2
2155.0,	4
2162.0,	1
2169.0,	4
2176.0,	5
2183.0,	3
2190.0,	4
2197.0,	2
2204.0,	2
2211.0,	3
2218.0,	3
2225.0,	2
2232.0,	9
2239.0,	5
2246.0,	7
2253.0,	4
2260.0,	5
2267.0,	2
2274.0,	5
2281.0,	6
2288.0,	4
2295.0,	8
2302.0,	5
2309.0,	1
2316.0,	1
2323.0,	1
2330.0,	5
2337.0,	1
2344.0,	3
2351.0,	4
2358.0,	4
2365.0,	3
2372.0,	1
2379.0,	1
2393.0,	6
2400.0,	4
2407.0,	1
2414.0,	2
2428.0,	1
2435.0,	3
2442.0,	3
2449.0,	3
2456.0,	1
2463.0,	1
2477.0,	3
2498.0,	2
2505.0,	1
2519.0,	2
2526.0,	3
2533.0,	2
2540.0,	2
2547.0,	1
2554.0,	2
2561.0,	1
2568.0,	3
2575.0,	1
2582.0,	3
2589.0,	3
2596.0,	3
2603.0,	2
2610.0,	1
2617.0,	4
2624.0,	3
2631.0,	3
2638.0,	2
2645.0,	3
2652.0,	1
2659.0,	1
2666.0,	4
2680.0,	2
2694.0,	2
2701.0,	4
2708.0,	3
2715.0,	2
2722.0,	1
2729.0,	3
2736.0,	1
2743.0,	3
2750.0,	1
2757.0,	1
2764.0,	3
2771.0,	1
2778.0,	1
2785.0,	2
2792.0,	3
2799.0,	1
2806.0,	2
2813.0,	1
2820.0,	3
2834.0,	3
2841.0,	3
2862.0,	3
2869.0,	3
2876.0,	2
2883.0,	4
2890.0,	1
2897.0,	3
2904.0,	2
2911.0,	3
2918.0,	1
2925.0,	2
2939.0,	3
2946.0,	3
2953.0,	1
2967.0,	2
2974.0,	1
2981.0,	2
2988.0,	2
3002.0,	2
3009.0,	1
3016.0,	3
3030.0,	1
3044.0,	1
3184.0,	2
449.0,	1
512.0,	1
554.0,	1
568.0,	1
596.0,	2
617.0,	1
631.0,	2
638.0,	2
659.0,	1
673.0,	1
680.0,	2
687.0,	2
694.0,	1
715.0,	1
722.0,	2
729.0,	1
736.0,	2
743.0,	2
757.0,	1
771.0,	2
792.0,	5
799.0,	3
806.0,	3
813.0,	3
820.0,	4
827.0,	3
834.0,	6
841.0,	6
848.0,	3
855.0,	4
862.0,	4
869.0,	5
876.0,	4
883.0,	3
890.0,	10
897.0,	5
904.0,	6
911.0,	2
918.0,	6
925.0,	3
932.0,	5
939.0,	11
946.0,	6
953.0,	5
960.0,	8
967.0,	12
974.0,	9
981.0,	8
988.0,	12
995.0,	10
0.0,	8030
1001.0,	9
1008.0,	10
1015.0,	15
1022.0,	17
1029.0,	14
1036.0,	9
1043.0,	13
1050.0,	11
1057.0,	13
1064.0,	11
1071.0,	21
1078.0,	16
1085.0,	21
1092.0,	10
1099.0,	20
1106.0,	25
1113.0,	23
1120.0,	18
1127.0,	25
1134.0,	25
1141.0,	33
1148.0,	34
1155.0,	18
1162.0,	18
1169.0,	39
1176.0,	26
1183.0,	16
1190.0,	30
1197.0,	36
1204.0,	44
1211.0,	40
1218.0,	34
1225.0,	33
1232.0,	33
1239.0,	40
1246.0,	31
1253.0,	41
1260.0,	36
1267.0,	33
1274.0,	38
1281.0,	46
1288.0,	47
1295.0,	26
1302.0,	43
1309.0,	52
1316.0,	54
1323.0,	42
1330.0,	50
1337.0,	43
1344.0,	44
1351.0,	34
1358.0,	47
1365.0,	48
1372.0,	45
1379.0,	53
1386.0,	46
1393.0,	44
1400.0,	37
1407.0,	48
1414.0,	36
1421.0,	41
1428.0,	39
1435.0,	49
1442.0,	52
1449.0,	39
1456.0,	56
1463.0,	38
1470.0,	44
1477.0,	45
1484.0,	34
1491.0,	34
1498.0,	50
1505.0,	48
1512.0,	35
1519.0,	37
1526.0,	38
1533.0,	43
1540.0,	41
1547.0,	32
1554.0,	24
1561.0,	25
1568.0,	36
1575.0,	42
1582.0,	32
1589.0,	38
1596.0,	26
1603.0,	34
1610.0,	36
1617.0,	30
1624.0,	22
1631.0,	31
1638.0,	32
1645.0,	39
1652.0,	26
1659.0,	36
1666.0,	24
1673.0,	26
1680.0,	18
1687.0,	30
1694.0,	21
1701.0,	19
1708.0,	28
1715.0,	21
1722.0,	16
1729.0,	24
1736.0,	19
1743.0,	26
1750.0,	30
1757.0,	24
1764.0,	26
1771.0,	30
1778.0,	32
1785.0,	16
1792.0,	26
1799.0,	25
18.0,	1
1806.0,	19
1813.0,	25
1820.0,	39
1827.0,	33
1834.0,	30
1841.0,	26
1848.0,	18
1855.0,	23
1862.0,	24
1869.0,	12
1876.0,	22
1883.0,	12
1890.0,	23
1897.0,	23
1904.0,	16
1911.0,	13
1918.0,	9
1925.0,	12
1932.0,	16
